Категория;Ключевое слово;Частота Yandex;Регион;Дата съёма;Затравка;Затравок;Намерение;Слов
Боксерские перчатки;сколько унций брать перчатки для бокса;4;149;2026-08-19;перчатки для бокса;1;выбор;6
Шлемы;бамперный шлем для бокса;4;149;2026-08-19;шлем для бокса;1;общий;4
Бинты для бокса;бинты боксерские fairtex;4;149;2026-08-19;боксерские бинты;1;бренд;3
Капы;капа для зубов стоматологическая купить;4;149;2026-08-19;купить капу;1;покупка;5
Капы;купить кап кут про;4;149;2026-08-19;купить капу;1;покупка;4
Капы;капа белая купить;4;149;2026-08-19;купить капу;1;покупка;3
Капы;где можно купить капы;4;149;2026-08-19;купить капу;1;покупка;4
Капы;купить капу в уфе;4;149;2026-08-19;купить капу;1;покупка;4
Капы;купить шампунь скин кап в уфе;4;149;2026-08-19;купить капу;1;покупка;6
Капы;капа хоккейная купить;4;149;2026-08-19;купить капу;1;покупка;3
Капы;капы для брекетов купить;4;149;2026-08-19;купить капу;1;покупка;4
Боксерская форма;спортивная форма для бокса;4;149;2026-08-19;форма для бокса;1;общий;4
Боксерская форма;форма для бокса клинч;4;149;2026-08-19;форма для бокса;1;бренд;4
Боксерская форма;женские боксерские шорты;4;149;2026-08-19;боксерские шорты;1;общий;3
Обувь для бокса;боксерки найк 3;4;149;2026-08-19;боксерки;1;общий;3
